Image Name,Score
Aphid_40_soil_00_highspeed_halfsubmerged_frame_15.jpg,5.0149
Aphid_40_soil_00_highspeed_halfsubmerged_frame_16.jpg,5.3076
Aphid_40_soil_00_highspeed_halfsubmerged_frame_17.jpg,5.5333
Aphid_40_soil_00_highspeed_halfsubmerged_frame_18.jpg,5.3093
Aphid_40_soil_00_highspeed_halfsubmerged_frame_19.jpg,5.2647
Aphid_40_soil_00_highspeed_halfsubmerged_frame_2.jpg,3.3850
Aphid_40_soil_00_highspeed_halfsubmerged_frame_20.jpg,5.2234
Aphid_40_soil_00_highspeed_halfsubmerged_frame_21.jpg,5.2072
Aphid_40_soil_00_highspeed_halfsubmerged_frame_22.jpg,4.8744
Aphid_40_soil_00_highspeed_halfsubmerged_frame_23.jpg,4.9024
